id	new_Description	Locus.tag	new_gene	old_locus_tag	Protein.IDs	Majority.protein.IDs	Gene	ProteinFunction	ProteinID	Pseudogene	Location	gbKey.and.other	remarks	X2.Pep.ID	average..log2.IBAQ..RNAse.free_01	average..log2.IBAQ..RNAse.free_02	average..log2.IBAQ..RNAse.free_03	average..log2.IBAQ..RNAse.free_04	average..log2.IBAQ..RNAse.free_05	average..log2.IBAQ..RNAse.free_06	average..log2.IBAQ..RNAse.free_07	average..log2.IBAQ..RNAse.free_08	average..log2.IBAQ..RNAse.free_09	average..log2.IBAQ..RNAse.free_10	average..log2.IBAQ..RNAse.free_11	average..log2.IBAQ..RNAse.free_12	average..log2.IBAQ..RNAse.free_13	average..log2.IBAQ..RNAse.free_14	average..log2.IBAQ..RNAse.free_15	average..log2.IBAQ..RNAse.free_16	average..log2.IBAQ..RNAse.free_17	average..log2.IBAQ..RNAse.free_18	average..log2.IBAQ..RNAse.free_19	average..log2.IBAQ..RNAse.free_20	average..log2.IBAQ..RNAse_01	average..log2.IBAQ..RNAse_02	average..log2.IBAQ..RNAse_03	average..log2.IBAQ..RNAse_04	average..log2.IBAQ..RNAse_05	average..log2.IBAQ..RNAse_06	average..log2.IBAQ..RNAse_07	average..log2.IBAQ..RNAse_08	average..log2.IBAQ..RNAse_09	average..log2.IBAQ..RNAse_10	average..log2.IBAQ..RNAse_11	average..log2.IBAQ..RNAse_12	average..log2.IBAQ..RNAse_13	average..log2.IBAQ..RNAse_14	average..log2.IBAQ..RNAse_15	average..log2.IBAQ..RNAse_16	average..log2.IBAQ..RNAse_17	average..log2.IBAQ..RNAse_18	average..log2.IBAQ..RNAse_19	average..log2.IBAQ..RNAse_20	ctrl1-01	ctrl2-01	ctrl3-01	ctrl1-02	ctrl2-02	ctrl3-02	ctrl1-03	ctrl2-03	ctrl3-03	ctrl1-04	ctrl2-04	ctrl3-04	ctrl1-05	ctrl2-05	ctrl3-05	ctrl1-06	ctrl2-06	ctrl3-06	ctrl1-07	ctrl2-07	ctrl3-07	ctrl1-08	ctrl2-08	ctrl3-08	ctrl1-09	ctrl2-09	ctrl3-09	ctrl1-10	ctrl2-10	ctrl3-10	ctrl1-11	ctrl2-11	ctrl3-11	ctrl1-12	ctrl2-12	ctrl3-12	ctrl1-13	ctrl2-13	ctrl3-13	ctrl1-14	ctrl2-14	ctrl3-14	ctrl1-15	ctrl2-15	ctrl3-15	ctrl1-16	ctrl2-16	ctrl3-16	ctrl1-17	ctrl2-17	ctrl3-17	ctrl1-18	ctrl2-18	ctrl3-18	ctrl1-19	ctrl2-19	ctrl3-19	ctrl1-20	ctrl2-20	ctrl3-20	rnase1-01	rnase2-01	rnase3-01	rnase1-02	rnase2-02	rnase3-02	rnase1-03	rnase2-03	rnase3-03	rnase1-04	rnase2-04	rnase3-04	rnase1-05	rnase2-05	rnase3-05	rnase1-06	rnase2-06	rnase3-06	rnase1-07	rnase2-07	rnase3-07	rnase1-08	rnase2-08	rnase3-08	rnase1-09	rnase2-09	rnase3-09	rnase1-10	rnase2-10	rnase3-10	rnase1-11	rnase2-11	rnase3-11	rnase1-12	rnase2-12	rnase3-12	rnase1-13	rnase2-13	rnase3-13	rnase1-14	rnase2-14	rnase3-14	rnase1-15	rnase2-15	rnase3-15	rnase1-16	rnase2-16	rnase3-16	rnase1-17	rnase2-17	rnase3-17	rnase1-18	rnase2-18	rnase3-18	rnase1-19	rnase2-19	rnase3-19	rnase1-20	rnase2-20	rnase3-20	log2.IBAQ..peptides	Unique.peptides.BR1_._01	Unique.peptides.BR2_._01	Unique.peptides.BR3_._01	Unique.peptides.BR1_._02	Unique.peptides.BR2_._02	Unique.peptides.BR3_._02	Unique.peptides.BR1_._03	Unique.peptides.BR2_._03	Unique.peptides.BR3_._03	Unique.peptides.BR1_._04	Unique.peptides.BR2_._04	Unique.peptides.BR3_._04	Unique.peptides.BR1_._05	Unique.peptides.BR2_._05	Unique.peptides.BR3_._05	Unique.peptides.BR1_._06	Unique.peptides.BR2_._06	Unique.peptides.BR3_._06	Unique.peptides.BR1_._07	Unique.peptides.BR2_._07	Unique.peptides.BR3_._07	Unique.peptides.BR1_._08	Unique.peptides.BR2_._08	Unique.peptides.BR3_._08	Unique.peptides.BR1_._09	Unique.peptides.BR2_._09	Unique.peptides.BR3_._09	Unique.peptides.BR1_._10	Unique.peptides.BR2_._10	Unique.peptides.BR3_._10	Unique.peptides.BR1_._11	Unique.peptides.BR2_._11	Unique.peptides.BR3_._11	Unique.peptides.BR1_._12	Unique.peptides.BR2_._12	Unique.peptides.BR3_._12	Unique.peptides.BR1_._13	Unique.peptides.BR2_._13	Unique.peptides.BR3_._13	Unique.peptides.BR1_._14	Unique.peptides.BR2_._14	Unique.peptides.BR3_._14	Unique.peptides.BR1_._15	Unique.peptides.BR2_._15	Unique.peptides.BR3_._15	Unique.peptides.BR1_._16	Unique.peptides.BR2_._16	Unique.peptides.BR3_._16	Unique.peptides.BR1_._17	Unique.peptides.BR2_._17	Unique.peptides.BR3_._17	Unique.peptides.BR1_._18	Unique.peptides.BR2_._18	Unique.peptides.BR3_._18	Unique.peptides.BR1_._19	Unique.peptides.BR2_._19	Unique.peptides.BR3_._19	Unique.peptides.BR1_._20	Unique.peptides.BR2_._20	Unique.peptides.BR3_._20	Unique.peptides.BR1_._01.1	Unique.peptides.BR2_._01.1	Unique.peptides.BR3_._01.1	Unique.peptides.BR1_._02.1	Unique.peptides.BR2_._02.1	Unique.peptides.BR3_._02.1	Unique.peptides.BR1_._03.1	Unique.peptides.BR2_._03.1	Unique.peptides.BR3_._03.1	Unique.peptides.BR1_._04.1	Unique.peptides.BR2_._04.1	Unique.peptides.BR3_._04.1	Unique.peptides.BR1_._05.1	Unique.peptides.BR2_._05.1	Unique.peptides.BR3_._05.1	Unique.peptides.BR1_._06.1	Unique.peptides.BR2_._06.1	Unique.peptides.BR3_._06.1	Unique.peptides.BR1_._07.1	Unique.peptides.BR2_._07.1	Unique.peptides.BR3_._07.1	Unique.peptides.BR1_._08.1	Unique.peptides.BR2_._08.1	Unique.peptides.BR3_._08.1	Unique.peptides.BR1_._09.1	Unique.peptides.BR2_._09.1	Unique.peptides.BR3_._09.1	Unique.peptides.BR1_._10.1	Unique.peptides.BR2_._10.1	Unique.peptides.BR3_._10.1	Unique.peptides.BR1_._11.1	Unique.peptides.BR2_._11.1	Unique.peptides.BR3_._11.1	Unique.peptides.BR1_._12.1	Unique.peptides.BR2_._12.1	Unique.peptides.BR3_._12.1	Unique.peptides.BR1_._13.1	Unique.peptides.BR2_._13.1	Unique.peptides.BR3_._13.1	Unique.peptides.BR1_._14.1	Unique.peptides.BR2_._14.1	Unique.peptides.BR3_._14.1	Unique.peptides.BR1_._15.1	Unique.peptides.BR2_._15.1	Unique.peptides.BR3_._15.1	Unique.peptides.BR1_._16.1	Unique.peptides.BR2_._16.1	Unique.peptides.BR3_._16.1	Unique.peptides.BR1_._17.1	Unique.peptides.BR2_._17.1	Unique.peptides.BR3_._17.1	Unique.peptides.BR1_._18.1	Unique.peptides.BR2_._18.1	Unique.peptides.BR3_._18.1	Unique.peptides.BR1_._19.1	Unique.peptides.BR2_._19.1	Unique.peptides.BR3_._19.1	Unique.peptides.BR1_._20.1	Unique.peptides.BR2_._20.1	Unique.peptides.BR3_._20.1
708	metalloprotease	SGL_RS09635		slr1322	lcl|NC_000911.1_prot_WP_010872698.1_1553	lcl|NC_000911.1_prot_WP_010872698.1_1553		TldD/PmbA family protein 	WP_010872697.1		1650889..1652358	CDS		x				15.37414392	16.06664054	20.40100797	20.40266291	19.42112478	16.05721633															16.73852221	19.79359881	20.73783684	20.43649546	19.21339734																					12.26728439	17.90465736	12.23729992	15.98047447	19.45243835	16.78864098	11.95884228	20.54075623	21.49462891	19.16763878	21.65044594	21.06342125	18.49412155	20.28240585	18.94914818	19.0318203	17.32562256	13.25972843	17.58629799			15.48711777																																								17.95162582	16.67548943	15.58845139	19.94249153	20.59732437	18.84098053	20.71757889	20.73735619	20.75857544	19.73299217	20.84467888	20.73181534	19.94277763	19.22237015	18.47504425	14.3009243																																				20	0	0	0	0	0	0	0	0	1	4	1	2	7	4	2	6	6	6	9	8	4	5	5	2	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	2	7	10	6	5	9	7	6	6	4	4	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
711	adenosylhomocysteinase	SGL_RS09665		sll1234	lcl|NC_000911.1_prot_WP_010872704.1_1559	lcl|NC_000911.1_prot_WP_010872704.1_1559	ahcY	adenosylhomocysteinase] 	WP_010872703.1		complement(1658511..1659788)	CDS		x					16.90469551	22.62684886	24.67548815	24.91600736	23.70944023	21.59065056	19.31695429	18.10086632	16.65468979	15.88293934	16.03153928	15.04040527	14.90985235	14.92879915	14.32126745	16.83082485					17.81811492	23.06039429	25.27287547	25.13465627	22.37671852	20.35490672	19.10689354	18.13577143	16.90871398	16.23572	15.88268185	15.17110189	16.33858919	14.68906816	13.93247795									14.58314133					17.61223412	15.4579258	17.64392662	22.93531418	23.87380219	21.07143021	25.60639572	25.49124336	22.92882538	25.52758026	24.76794815	24.45249367	24.33544922	23.48848915	23.30438232	22.53297997	20.79725075	21.44172096	20.66813087	18.14519501	19.137537	18.78771782	17.74116325	17.77371788	17.73780251	16.21300888	16.01325798	17.00349617	14.76238251		17.21152687	15.23335743	15.64973354	16.89439201	13.17816639	15.04865742	16.65690041	14.30385208	13.76880455	15.85980129		13.99779701	16.16197777	13.93636227	12.8654623		16.82488441	16.83676529									14.66439152				15.36498928	18.62528038	19.46407509	23.13150787	22.74264908	23.30702591	25.40324402	25.05142212	25.36396027	25.66505814	25.3777256	24.36118507	24.60574722	20.19424248	22.33016586	22.29527283	18.83355713	19.9358902	19.99727821	19.46061897	17.86278343	18.61327934	19.02025223	16.77378273	17.49435616	17.30081749	15.93096828	17.00525093	17.62342453	14.07848454	17.95424271	16.38816833	13.3056345	18.02799225	15.74262524	11.74268818	17.24757576	15.42960262		15.63220024	14.2431736	14.19183064	15.2681036	13.62159443	12.90773582		16.07908821		18	0	0	0	0	0	0	0	1	0	0	0	0	4	2	6	15	18	19	23	19	21	21	21	18	22	19	20	16	11	15	11	5	8	4	3	6	5	3	3	3	2	0	3	3	4	3	2	2	5	3	3	2	0	2	3	1	2	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	5	6	10	11	16	22	15	15	19	22	20	26	20	12	15	13	6	14	6	5	4	5	6	2	4	3	3	3	3	1	4	3	2	4	4	2	4	2	0	2	1	1	2	2	1	0	1	0
712	transglutaminase family protein	SGL_RS09680		sll1233	lcl|NC_000911.1_prot_WP_010872707.1_1562	lcl|NC_000911.1_prot_WP_010872707.1_1562		transglutaminase family protein 	WP_010872706.1		complement(1660739..1661623)	CDS		x							19.99218178	19.57644463	19.05619621	16.81518412																	17.65889168	19.81223106																															19.74956894	20.23479462		21.06966209	20.29232597	17.36734581	19.76166153	19.36984062	18.03708649	17.94209099		15.68827724																																																	17.50012589		17.81765747	21.60435677	19.4286747	18.40366173	19.71634102			18.0177536																																	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	4	2	3	4	3	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	3	2	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
713	F0F1 ATP synthase subunit beta	SGL_RS09705	atpD	slr1329	lcl|NC_000911.1_prot_WP_010872712.1_1568	lcl|NC_000911.1_prot_WP_010872712.1_1568	atpD	F0F1 ATP synthase subunit beta] 	WP_010872708.1		1666932..1668383	CDS		x	15.26031446	16.8591013	19.79510689	21.58469264	21.76756922	23.84873581	25.0764389	25.29126422	25.34293175	24.9390049	24.73406474	24.80888621	24.22631073	23.70169512	23.22172801	23.13470904	22.7459933	19.84768836	22.18308449	26.31648064	19.62506199	19.4591252	19.96787771	22.20237414	23.45658366	24.10627429	24.42438825	25.5990893	24.47527059	24.43353462	24.71904627	25.08349991	24.34640884	24.12465604	23.91383108	23.59005864	23.26404635	22.96331024	22.33672841	26.01355489		17.07315826	13.44747066	16.95843887	17.9440937	15.67477131	16.94363594	22.07182312	20.3698616	22.34935379	20.88583946	21.51888466	23.40236664	20.76425552	21.13608551	24.27177429	24.54857254	22.7258606	26.11412239	25.4991436	23.61605072	25.9383831	25.61778831	24.31762123	25.92426872	25.2793045	24.82522202	25.54011154	24.60721588	24.66968727	25.53836632	24.46929932	24.19452858	25.43857002	24.79981041	24.1882782	24.97845268	24.50354958	23.19692993	24.53552055	23.27412415	23.29544067	24.22479248	23.18283272	22.25755882	24.13852501	23.07687187	22.18873024	23.9982605	22.399683	21.84003639	23.35944366	14.4963541	21.6872673	23.66264343	21.72471619	21.16189384	27.02917862	26.29195023	25.62831306	21.18978691		18.06033707	21.21738434	21.90950775	15.25048351	17.45185471	22.79788399	19.65389442	23.04959679	22.53822327	21.01930237	23.97123337	24.10813141	22.2903862	23.14339066	24.8191433	24.35628891	24.09740067	23.85081291	25.32495117	26.23059273	25.3237133	25.24296188	26.32166862	22.74624252	24.35790062	26.39411163	22.50523376	24.40125847	25.99972343	24.28220749	23.8752079	26.042099	25.030653	24.17774773	25.58546066	24.24503136	23.20873451	25.25115013	24.87168884	22.25112915	25.19358826	24.16783142	22.38007355	24.83171082	23.93400192	22.0044632	24.37444496	23.54957199	21.8681221	24.15846252	23.17931366	21.55215454	23.65796471	23.22858429	20.12363625	26.7425251	25.9463253	25.35181427	24	0	2	1	2	4	3	6	24	26	24	17	30	20	14	26	16	15	29	27	24	27	26	26	22	29	23	24	22	21	35	27	12	28	27	24	25	28	23	32	27	23	30	24	24	26	23	18	21	24	21	23	25	3	21	25	18	14	26	19	37	4	0	2	3	5	2	5	31	20	24	18	25	25	27	34	11	17	32	9	9	18	19	18	32	27	16	22	28	17	30	30	14	14	26	27	17	30	24	23	26	23	20	27	24	29	26	23	29	24	22	25	22	20	20	23	23	21	25	25	19
714	F0F1 ATP synthase subunit epsilon	SGL_RS09710		slr1330	lcl|NC_000911.1_prot_WP_010872713.1_1569	lcl|NC_000911.1_prot_WP_010872713.1_1569	atpC	ATP synthase F1 subunit epsilon] 	WP_010872712.1		1668531..1668941	CDS		x	22.44024277	22.29002508	17.14391073		18.42567317	20.81700579	21.592103	21.91688029	21.83360354	22.33619372	22.73818779	22.82487043	22.50885582	20.3375117	20.05956332	21.60346858	20.06712278	20.95841312	20.79271889	24.60895793	22.77466583	21.90509987	19.43166033	18.4741141	20.57017962	21.35109266		21.70254135	22.18608793	22.6419913	23.06215668	23.11041069	22.30970001	21.81640371	22.42653338	21.03673935	21.79588572	19.97979927	19.90073204	23.36818504		22.85380363	22.0266819	22.64147758	23.1992836	21.02931404	17.2088623	16.57493401	17.64793587		18.81306076		20.49169731	18.08835411	16.69696808	21.7647419	21.46253777	19.22373772	22.85625839		20.32794762	22.21652603	21.77261543	21.7614994	22.44447899	21.99765778	21.05867386	22.76080894	22.16155624	22.08621597	23.27127647	22.78542519	22.15786171	23.0509243	23.2886982	22.13498878	22.53518867	23.29249382	21.69888496	22.12332153	17.75889969	21.13031387	21.85467911	18.00640297	20.31760788	22.25853729	21.81401634	20.7378521	21.90840912	17.63551903	20.65744019	21.44364357		20.47318268	21.81170464	19.99796867	20.56848335	25.10293579	24.35447502	24.36946297	23.09464836	22.65750694	22.57184219	22.32970047		21.48049927	18.35762978	21.12319374	18.81415749	20.4342041	15.78662682	19.20151138	20.86831093	20.72517395	20.11705399	21.71523476	21.70328522	20.634758			21.11375237	22.48089218	21.98728561	20.63944626	22.9912014	21.23870468	22.3283577	23.65228462	21.64882278	22.62486649	23.80488968	22.88013268	22.50144768	23.69699669	22.76771545	22.86651993	23.22802544	22.02323532	21.67783928	22.71502495	22.72756386	20.00662231	22.93662643	22.78753853	21.55543518	23.08164024	18.66559982	21.36297798	22.19571495	22.12129784	21.07064438	22.35667801	16.6971035	20.8856163	22.04493523	17.79487228	19.86238861	21.26573563	24.44821358	24.39060593	4	0	1	1	1	1	1	1	2	1	1	1	0	2	1	1	3	1	4	3	0	2	1	1	2	1	2	3	4	1	2	4	3	2	2	3	2	3	3	2	3	3	2	3	3	2	2	3	2	3	3	2	3	0	2	2	3	2	5	3	3	1	1	1	2	0	1	3	4	3	3	1	2	2	3	4	1	1	1	0	0	1	1	1	1	2	2	2	3	2	3	3	2	2	3	2	3	4	4	2	2	3	2	3	3	3	4	3	2	2	3	2	3	3	2	3	3	2	5	3	2
715	Ni/Fe hydrogenase subunit alpha	SGL_RS09725		sll1226	lcl|NC_000911.1_prot_WP_010872716.1_1572	lcl|NC_000911.1_prot_WP_010872716.1_1572		Ni/Fe hydrogenase subunit alpha 	WP_010872715.1		complement(1672071..1673495)	CDS		x			14.19856071	15.96551895	17.210464	18.39763196	19.27540207	18.90110397	16.70748043															15.99252256	17.59667587	19.02883784	19.09712791	18.58891042	12.59039402																			14.42423153	13.9728899	16.98013878	15.40367794	15.51274014	18.43806839		15.98285961	19.07777977	19.83434486	16.28077126	20.99479485	19.63642311	17.19498825	19.18647766	19.57348442	17.94334984	16.98804092		16.42691994																																									16.50286293		17.00601959	16.21405411	14.75749397	17.78775024	18.691185	16.31109238	18.83148575	19.23874092	19.01628685	20.17961693	18.30130768	18.81045914	19.43338966	18.49036598	17.84297562	13.76051235		11.42027569																																		25	0	0	0	0	0	0	0	1	2	4	3	2	9	1	4	4	7	4	7	5	2	3	6	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	5	2	9	9	6	4	7	5	5	3	3	2	4	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
717	bidirectional hydrogenase complex protein HoxU	SGL_RS09745	hoxU	sll1223	lcl|NC_000911.1_prot_WP_010872720.1_1576	lcl|NC_000911.1_prot_WP_010872720.1_1576	hoxU	bidirectional hydrogenase complex protein HoxU] 	WP_010872719.1		complement(1674944..1675660)	CDS		x			16.33571815	16.96151352	17.08758259	19.74469248	20.33711497	20.80675507	18.04225095	17.08952586														16.55765406	18.89348539	19.70718638	19.58648618	20.97146416	18.15137355																		16.51372719	17.20943451	15.28399277	17.82959938	14.86713409	18.18780708	18.58358192	15.26381969	17.41534615	20.13433075	20.78028679	18.31945992	21.58476639	21.8844986	17.54207993	21.73805809	20.59877968	20.08342743	20.10277557	18.43526268	15.5887146	17.80694008	16.35681343	17.10482407																																						15.35283661		16.45232201	17.71458054	15.50605965	18.55449867	19.4242115	18.70174599	18.63505936	20.42347336	20.06302643	18.76778412	18.75407791	21.23759651	21.60295296	20.78962898	20.52181053	20.09235954	16.63396072	17.72780037	18.45968056																																	11	0	0	0	0	0	0	2	3	1	4	1	3	4	2	4	4	4	4	4	5	2	6	5	3	2	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	5	1	5	6	4	3	4	6	4	3	5	3	3	3	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
719	NADH dehydrogenase	SGL_RS09755		sll1221	lcl|NC_000911.1_prot_WP_010872722.1_1578	lcl|NC_000911.1_prot_WP_010872722.1_1578	hoxF	bidirectional NAD-reducing hydrogenase diaphorase subunit HoxF] 	WP_010872721.1		complement(1676366..1677967)	CDS		x				15.37023163	15.72535865	19.43953196	19.82752355	20.26310857	19.07163493															14.5995388	17.77792041	19.42934481	20.51089986	20.25240517	16.39780394																					15.12420177		15.61626148	18.93277931	13.51963615	14.72366047	20.40603065	20.32487488	17.58769035	21.5434494	21.42920685	16.5099144	21.15838623	20.29120255	19.33973694	19.53992271	18.86722374	18.80775833			15.98912811																																								15.8788414		13.32023621	16.89782143	19.04430962	17.39163017	19.17684555	19.32970047	19.78148842	19.95105743	20.9166317	20.66501045	21.09834862	20.26120949	19.39765739	18.79137993	16.36860847	14.03342342	15.19514179																																	27	0	0	0	0	0	0	0	0	0	2	2	5	10	2	5	13	8	9	9	14	4	12	10	5	6	6	5	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	8	11	7	7	10	10	6	7	7	9	6	8	5	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
720	bidirectional hydrogenase complex protein HoxE	SGL_RS09760	hoxE	sll1220	lcl|NC_000911.1_prot_WP_010872723.1_1579	lcl|NC_000911.1_prot_WP_010872723.1_1579	hoxE	bidirectional hydrogenase complex protein HoxE] 	WP_010872722.1		complement(1678044..1678565)	CDS		x		16.0627327				18.605498	18.83395704																	15.73659706	17.8489933	18.7402401	19.48897171								15.74555159									15.94022179	16.18524361				12.45817566	16.3179245			17.60335159			19.14095879	19.50156593	17.17396927	19.75177574	20.10750771	16.64258766																																																	16.25281334	16.00952339	14.94745445	17.93000984	17.76797676			18.45944023	19.02103996	20.20609856	19.07218933	19.18862724		17.58505058																				17.88088608	13.61021709																	12	0	0	0	1	2	0	0	0	1	1	0	0	1	0	0	1	3	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	1	1	4	3	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
721	phosphoglucosamine mutase	SGL_RS09775		slr1334	lcl|NC_000911.1_prot_WP_010872725.1_1582	lcl|NC_000911.1_prot_WP_010872725.1_1582		phosphoglucosamine mutase 	WP_010872723.1		1680662..1682134	CDS		x				14.35691643	16.40847111	18.53919347	16.78699525	14.24568796																15.43217882	17.47755241	19.00505892	17.1871891	15.53813775																						15.47049999	14.21492577	13.38532352	18.59583282	14.7775631	15.8520174	19.82736778	19.80334854	15.98686409	17.982481	15.92513752	16.45336723		13.77385998	14.71751595																																														16.3618927	15.68745804	14.24718571	17.57732582	17.83719635	17.01813507	18.4742527	19.17862129	19.36230278		17.77423286	16.60014534	15.91543579	16.47346878	14.22550869																																					28	0	0	0	0	0	0	0	0	0	4	2	2	7	2	5	10	9	7	3	3	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	3	9	9	8	4	8	10	1	3	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
722	SDR family oxidoreductase	SGL_RS09780		sll1218	lcl|NC_000911.1_prot_WP_010872727.1_1583	lcl|NC_000911.1_prot_WP_010872727.1_1583		SDR family oxidoreductase 	WP_010872725.1		complement(1682870..1683529)	CDS		x			17.26896477	19.16743533	18.46482023	17.81263351	17.6064647																17.69748179	18.70146688	19.82582283	18.82482433																					16.40073013	17.62756157	17.7786026	20.02011681	18.7179985	18.76419067	19.39826393	17.79392052	18.20227623	18.72932816	17.24525642	17.46331596	18.31729698	18.66122055	15.84087658																																														17.23547173	18.64392662	17.21304703	19.89987373	17.99556923	18.20895767	20.37368965	20.52229118	18.58148766		19.92730713	17.72234154																																											13	0	0	0	0	1	0	1	3	6	8	3	7	5	5	4	5	1	4	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	4	6	4	6	7	7	7	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
723	hypothetical protein	SGL_RS09785		sll1217	lcl|NC_000911.1_prot_WP_010872728.1_1584	lcl|NC_000911.1_prot_WP_010872728.1_1584		uracil-DNA glycosylase family protein 	WP_010872727.1		complement(1683583..1684260)	CDS		x																				17.76848094																				17.33921051																																																13.23977757										17.75818443	18.05446625	17.49279213																																																										17.0801506	17.222229	17.71525192	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2
724	FAD-binding oxidoreductase	SGL_RS09800		slr0806	lcl|NC_000911.1_prot_WP_010872731.1_1587	lcl|NC_000911.1_prot_WP_010872731.1_1587		FAD-binding oxidoreductase 	WP_010872729.1		1685899..1687218	CDS		x					15.44077635	16.23998737	14.55677478																		16.8150425	16.54048204																											16.37128258		14.51027012	16.50723648	17.58314133	14.62958431	18.4913044	12.04753304	13.13148689	17.55539703																						11.89315033																													17.33533859	16.90277481	16.20701408	18.40528297		14.67568111			17.90888596																																								21	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	2	3	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	3	2	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
